date,num_rides,holiday,Max_Temp,Min_Temp,Rain_in,Snow&Hail_in,obs_time_ Snow&Hail_in
2019/11/29,164426,FALSE,40,30,0,0,0
2019/11/30,189873,FALSE,43,31,0,0,0
2019/08/01,233418,FALSE,87,70,0,0,0
2019/08/02,214845,FALSE,84,73,0,0,0
2019/08/03,191979,FALSE,86,68,0.21,0,0
2019/08/04,171462,FALSE,87,69,0,0,0
2019/08/05,188658,FALSE,82,70,0,0,0
2019/08/06,215975,FALSE,79,71,0.04,0,0
2019/08/07,219463,FALSE,84,69,1.18,0,0
2019/08/08,227620,FALSE,84,67,0.2,0,0
2019/08/09,209434,FALSE,83,68,0.08,0,0
2019/08/10,184045,FALSE,81,66,0,0,0
2019/08/11,159208,FALSE,80,63,0,0,0
2019/08/12,187310,FALSE,85,68,0,0,0
2019/08/13,206341,FALSE,79,71,0.07,0,0
2019/08/14,213104,FALSE,84,73,0.001,0,0
2019/08/15,216393,FALSE,85,70,0,0,0
2019/08/16,201078,FALSE,79,68,0,0,0
2019/08/17,186367,FALSE,87,73,0.001,0,0
2019/08/18,170012,FALSE,90,70,0.64,0,0
2019/08/19,184378,FALSE,90,72,0,0,0
2019/08/20,201468,FALSE,88,75,0,0,0
2019/08/21,212750,FALSE,87,74,0.1,0,0
2019/08/22,222657,FALSE,90,71,1.01,0,0
2019/08/23,196726,FALSE,74,65,0.09,0,0
2019/08/24,180635,FALSE,76,64,0,0,0
2019/08/25,163399,FALSE,77,63,0,0,0
2019/08/26,171446,FALSE,74,61,0,0,0
2019/08/27,189623,FALSE,75,62,0,0,0
2019/08/28,203276,FALSE,74,67,0.08,0,0
2019/08/29,197960,FALSE,81,65,0,0,0
2019/08/30,189234,FALSE,86,67,0,0,0
2019/08/31,162587,FALSE,81,69,0,0,0
2019/09/01,148542,FALSE,78,63,0,0,0
2019/09/02,135743,TRUE,74,69,0.3,0,0
2019/09/03,198630,FALSE,82,67,0,0,0
2019/09/04,225077,FALSE,87,68,0,0,0
2019/09/05,240782,FALSE,74,65,0,0,0
2019/09/06,239038,FALSE,67,58,0.32,0,0
2019/09/07,214843,FALSE,75,56,0.02,0,0
2019/09/08,193053,FALSE,77,63,0,0,0
2019/09/09,213045,FALSE,78,64,0.001,0,0
2019/09/10,235608,FALSE,76,66,0.01,0,0
2019/09/11,242990,FALSE,88,69,0,0,0
2019/09/12,260129,FALSE,81,61,0.17,0,0
2019/09/13,245308,FALSE,72,57,0,0,0
2019/09/14,229822,FALSE,74,61,0,0,0
2019/09/15,203386,FALSE,82,68,0,0,0
2019/09/16,218791,FALSE,77,68,0.001,0,0
2019/09/17,234315,FALSE,76,62,0,0,0
2019/09/18,242009,FALSE,69,57,0,0,0
2019/09/19,250932,FALSE,70,52,0,0,0
2019/09/20,243898,FALSE,78,56,0,0,0
2019/09/21,233782,FALSE,84,61,0,0,0
2019/09/22,205024,FALSE,86,67,0,0,0
2019/09/23,195977,FALSE,89,70,0.11,0,0
2019/09/24,211282,FALSE,76,63,0,0,0
2019/09/25,217364,FALSE,79,58,0,0,0
2019/09/26,238111,FALSE,83,63,0.02,0,0
2019/09/27,237265,FALSE,76,59,0,0,0
2019/09/28,232595,FALSE,82,65,0,0,0
2019/09/29,198869,FALSE,80,65,0,0,0
2019/09/30,181186,FALSE,71,60,0,0,0
2018/06/01,320542,FALSE,81,65,0.27,0,0
2018/06/02,308415,FALSE,87,66,0.08,0,0
2018/06/03,265265,FALSE,66,51,0.25,0,0
2018/06/04,279373,FALSE,71,51,0.16,0,0
2018/06/05,298154,FALSE,75,58,0.001,0,0
2018/06/06,315373,FALSE,71,58,0,0,0
2018/06/07,319349,FALSE,71,60,0,0,0
2018/06/08,315689,FALSE,82,60,0,0,0
2018/06/09,293953,FALSE,83,67,0,0,0
2018/06/10,249752,FALSE,73,58,0.01,0,0
2018/06/11,278533,FALSE,73,58,0,0,0
2018/06/12,295417,FALSE,75,57,0,0,0
2018/06/13,312685,FALSE,78,63,0.04,0,0
2018/06/14,316212,FALSE,84,67,0.001,0,0
2018/06/15,281910,FALSE,76,63,0,0,0
2018/06/16,275874,FALSE,85,64,0,0,0
2018/06/17,247852,FALSE,91,66,0,0,0
2018/06/18,281510,FALSE,91,73,0.08,0,0
2018/06/19,298562,FALSE,88,75,0.07,0,0
2018/06/20,307908,FALSE,83,69,0.09,0,0
2018/06/21,309109,FALSE,83,65,0.59,0,0
2018/06/22,311399,FALSE,75,62,0.1,0,0
2018/06/23,273701,FALSE,66,62,0.001,0,0
2018/06/24,243802,FALSE,84,66,0.001,0,0
2018/06/25,267896,FALSE,81,67,0,0,0
2018/06/26,287228,FALSE,78,61,0,0,0
2018/06/27,297957,FALSE,73,66,0.01,0,0
2018/06/28,302836,FALSE,83,70,1.36,0,0
2018/06/29,285455,FALSE,89,70,0,0,0
2018/06/30,272432,FALSE,93,72,0,0,0
2019/10/01,210422,FALSE,81,63,0,0,0
2019/10/02,243293,FALSE,93,63,0.03,0,0
2019/10/03,256959,FALSE,63,53,0.34,0,0
2019/10/04,253322,FALSE,66,50,0.001,0,0
2019/10/05,235052,FALSE,61,45,0,0,0
2019/10/06,195663,FALSE,70,57,0.01,0,0
2019/10/07,220891,FALSE,79,59,0.2,0,0
2019/10/08,225484,FALSE,64,57,0.02,0,0
2019/10/09,227995,FALSE,59,51,0.54,0,0
2019/10/10,248348,FALSE,71,53,0.001,0,0
2019/10/11,249081,FALSE,64,55,0,0,0
2019/10/12,228030,FALSE,67,55,0,0,0
2019/10/13,197596,FALSE,67,53,0.001,0,0
2019/10/14,182743,TRUE,72,58,0,0,0
2019/10/15,236905,FALSE,64,51,0,0,0
2019/10/16,239859,FALSE,66,52,1.83,0,0
2019/10/17,256754,FALSE,57,51,0,0,0
2019/10/18,260460,FALSE,58,47,0,0,0
2019/10/19,240152,FALSE,60,43,0,0,0
2019/10/20,213849,FALSE,59,49,0.54,0,0
2019/10/21,212037,FALSE,67,51,0.001,0,0
2019/10/22,239432,FALSE,63,55,0.57,0,0
2019/10/23,244167,FALSE,65,54,0.01,0,0
2019/10/24,254480,FALSE,67,50,0,0,0
2019/10/25,252677,FALSE,65,52,0,0,0
2019/10/26,244082,FALSE,63,52,0.01,0,0
2019/10/27,207475,FALSE,67,55,1.38,0,0
2019/10/28,215646,FALSE,63,55,0,0,0
2019/10/29,237968,FALSE,59,54,0.07,0,0
2019/10/30,241416,FALSE,63,58,0.06,0,0
2019/10/31,241350,FALSE,71,60,0.54,0,0
2017/05/01,303360,FALSE,74,49,0,0,0
2017/05/02,332566,FALSE,75,62,0.001,0,0
2017/05/03,346022,FALSE,65,51,0,0,0
2017/05/04,355577,FALSE,64,47,0,0,0
2017/05/05,362782,FALSE,59,51,3.02,0,0
2017/05/06,370499,FALSE,67,52,0.18,0,0
2017/05/07,318027,FALSE,56,47,0.01,0,0
2017/05/08,306979,FALSE,57,44,0,0,0
2017/05/09,330479,FALSE,63,47,0,0,0
2017/05/10,340369,FALSE,63,49,0,0,0
2017/05/11,348246,FALSE,62,51,0,0,0
2017/05/12,354092,FALSE,65,48,0,0,0
2017/05/13,371150,FALSE,53,45,1.61,0,0
2017/05/14,297073,FALSE,67,46,0.02,0,0
2017/05/15,312444,FALSE,68,53,0,0,0
2017/05/16,337218,FALSE,79,56,0,0,0
2017/05/17,352076,FALSE,90,65,0,0,0
2017/05/18,349188,FALSE,92,75,0,0,0
2017/05/19,364286,FALSE,91,66,0,0,0
2017/05/20,367665,FALSE,65,55,0.01,0,0
2017/05/21,319407,FALSE,69,52,0,0,0
2017/05/22,307309,FALSE,61,53,0.59,0,0
2017/05/23,323637,FALSE,69,56,0,0,0
2017/05/24,336578,FALSE,69,56,0.04,0,0
2017/05/25,342445,FALSE,59,56,0.58,0,0
2017/05/26,306057,FALSE,73,56,0.1,0,0
2017/05/27,267405,FALSE,71,59,0,0,0
2017/05/28,241410,FALSE,71,58,0,0,0
2017/05/29,213354,TRUE,61,56,0.13,0,0
2017/05/30,296638,FALSE,60,55,0.06,0,0
2017/05/31,327789,FALSE,75,58,0.03,0,0
2018/04/01,244406,FALSE,60,43,0,0,0
2018/04/02,258963,FALSE,43,33,0.59,5.5,5.1
2018/04/03,305586,FALSE,43,39,0.26,0,0.001
2018/04/04,310960,FALSE,56,40,0.04,0,0
2018/04/05,332229,FALSE,45,34,0,0,0
2018/04/06,326468,FALSE,62,37,0.11,0,0
2018/04/07,321251,FALSE,49,37,0,0,0
2018/04/08,279695,FALSE,46,32,0,0,0
2018/04/09,285057,FALSE,49,32,0.001,0,0
2018/04/10,308128,FALSE,51,38,0.01,0,0
2018/04/11,320857,FALSE,51,37,0,0,0
2018/04/12,327117,FALSE,63,46,0,0,0
2018/04/13,333111,FALSE,82,60,0,0,0
2018/04/14,347362,FALSE,77,44,0,0,0
2018/04/15,300259,FALSE,44,38,0.47,0,0
2018/04/16,281221,FALSE,60,39,2.82,0,0
2018/04/17,321880,FALSE,47,39,0.001,0,0
2018/04/18,321000,FALSE,55,37,0,0,0
2018/04/19,348993,FALSE,49,38,0.15,0,0
2018/04/20,347032,FALSE,50,37,0,0,0
2018/04/21,319196,FALSE,63,39,0,0,0
2018/04/22,277642,FALSE,67,44,0,0,0
2018/04/23,285489,FALSE,68,46,0,0,0
2018/04/24,309598,FALSE,66,46,0.05,0,0
2018/04/25,325657,FALSE,60,52,0.95,0,0
2018/04/26,331192,FALSE,70,55,0.1,0,0
2018/04/27,332734,FALSE,59,51,0.05,0,0
2018/04/28,324849,FALSE,68,50,0.1,0,0
2018/04/29,281431,FALSE,59,47,0.08,0,0
2018/04/30,296365,FALSE,51,44,0.001,0,0
2019/02/01,299198,FALSE,21,11,0,0,0
2019/02/02,267300,FALSE,34,16,0,0,0
2019/02/03,221420,FALSE,53,33,0,0,0
2019/02/04,233784,FALSE,61,41,0,0,0
2019/02/05,253675,FALSE,65,44,0,0,0
2019/02/06,278326,FALSE,46,35,0.45,0,0
2019/02/07,276277,FALSE,44,39,0.07,0,0
2019/02/08,289576,FALSE,55,32,0.37,0,0
2019/02/09,277153,FALSE,32,23,0,0,0
2019/02/10,221805,FALSE,35,23,0,0,0
2019/02/11,236660,FALSE,38,30,0.001,0.001,0
2019/02/12,238094,FALSE,36,26,0.75,1.2,0
2019/02/13,268810,FALSE,41,33,0.08,0.001,1.2
2019/02/14,272187,FALSE,46,33,0.001,0.001,0
2019/02/15,257431,FALSE,59,42,0,0,0
2019/02/16,240557,FALSE,47,32,0,0,0
2019/02/17,212622,FALSE,38,26,0.04,0,0
2019/02/18,193460,TRUE,42,26,0.09,0,0
2019/02/19,235883,FALSE,36,23,0,0,0
2019/02/20,241835,FALSE,33,26,0.57,1.3,0
2019/02/21,253497,FALSE,52,33,0.1,0,1.2
2019/02/22,264527,FALSE,44,36,0,0,0
2019/02/23,253543,FALSE,42,32,0.01,0,0
2019/02/24,208959,FALSE,47,36,0.58,0,0
2019/02/25,235334,FALSE,43,28,0.001,0,0
2019/02/26,263782,FALSE,36,25,0,0,0
2019/02/27,271820,FALSE,31,23,0.001,0.001,0
2019/02/28,281229,FALSE,37,27,0.03,0.1,0.001
2019/12/01,182577,FALSE,39,30,0.62,0.001,0
2019/12/02,208520,FALSE,37,31,0.48,1.3,0
2019/12/03,249188,FALSE,36,30,0.02,0.3,1.2
2019/12/04,250790,FALSE,39,32,0.001,0,0
2019/12/05,272240,FALSE,42,36,0,0,0
2019/12/06,274919,FALSE,50,34,0,0,0
2019/12/07,267692,FALSE,38,30,0,0,0
2019/12/08,222438,FALSE,46,28,0,0,0
2019/12/09,225452,FALSE,55,42,1.57,0,0
2019/12/10,246744,FALSE,58,39,0.13,0,0
2019/12/11,267848,FALSE,40,31,0.26,0.2,0.001
2019/12/12,278481,FALSE,36,26,0,0,0
2019/12/13,278114,FALSE,48,33,0.81,0,0
2019/12/14,263922,FALSE,56,45,1.16,0,0
2019/12/15,233940,FALSE,49,37,0,0,0
2019/12/16,236418,FALSE,37,33,0.1,0,0
2019/12/17,256629,FALSE,35,32,0.9,0,0
2019/12/18,267234,FALSE,36,21,0.03,0.7,0
2019/12/19,286929,FALSE,25,16,0,0,0.001
2019/12/20,274892,FALSE,33,22,0,0,0.001
2019/12/21,227258,FALSE,35,23,0,0,0
2019/12/22,179054,FALSE,46,30,0,0,0
2019/12/23,180867,FALSE,57,41,0,0,0
2019/12/24,164418,FALSE,47,36,0,0,0
2019/12/25,101911,TRUE,47,32,0,0,0
2019/12/26,146941,FALSE,46,36,0,0,0
2019/12/27,169613,FALSE,54,46,0,0,0
2019/12/28,172026,FALSE,51,43,0,0,0
2019/12/29,165125,FALSE,44,39,0.25,0,0
2019/12/30,174562,FALSE,41,37,0.74,0.001,0
2019/12/31,169191,FALSE,45,36,0.02,0,0
2017/07/01,245530,FALSE,85,71,0.23,0,0
2017/07/02,204086,FALSE,87,72,0,0,0
2017/07/03,193217,FALSE,88,71,0.45,0,0
2017/07/04,184967,TRUE,85,70,0,0,0
2017/07/05,250623,FALSE,85,70,0,0,0
2017/07/06,276497,FALSE,77,71,0.001,0,0
2017/07/07,290404,FALSE,80,68,1.78,0,0
2017/07/08,264365,FALSE,84,69,0,0,0
2017/07/09,243683,FALSE,81,67,0,0,0
2017/07/10,270799,FALSE,84,68,0,0,0
2017/07/11,302257,FALSE,85,75,0,0,0
2017/07/12,320737,FALSE,88,77,0,0,0
2017/07/13,322637,FALSE,90,73,0.001,0,0
2017/07/14,307834,FALSE,73,65,0.35,0,0
2017/07/15,277479,FALSE,84,68,0,0,0
2017/07/16,260505,FALSE,87,68,0,0,0
2017/07/17,281214,FALSE,85,73,0,0,0
2017/07/18,307823,FALSE,88,73,0,0,0
2017/07/19,324255,FALSE,92,77,0,0,0
2017/07/20,324259,FALSE,94,77,0.01,0,0
2017/07/21,311814,FALSE,92,76,0,0,0
2017/07/22,291153,FALSE,92,71,0.57,0,0
2017/07/23,244083,FALSE,79,71,0.06,0,0
2017/07/24,274617,FALSE,73,63,0.74,0,0
2017/07/25,291904,FALSE,71,62,0,0,0
2017/07/26,305520,FALSE,77,65,0,0,0
2017/07/27,315836,FALSE,78,65,0.001,0,0
2017/07/28,305718,FALSE,85,71,0,0,0
2017/07/29,274531,FALSE,77,67,0,0,0
2017/07/30,254956,FALSE,82,64,0,0,0
2017/07/31,265183,FALSE,88,66,0,0,0
2018/05/01,305407,FALSE,80,48,0,0,0
2018/05/02,321954,FALSE,90,65,0,0,0
2018/05/03,334845,FALSE,92,70,0.02,0,0
2018/05/04,333138,FALSE,84,72,0.001,0,0
2018/05/05,333785,FALSE,76,61,0.001,0,0
2018/05/06,280044,FALSE,66,56,0.001,0,0
2018/05/07,284391,FALSE,77,54,0,0,0
2018/05/08,309759,FALSE,74,53,0,0,0
2018/05/09,316873,FALSE,77,54,0,0,0
2018/05/10,328322,FALSE,66,54,0.25,0,0
2018/05/11,324696,FALSE,73,60,0.001,0,0
2018/05/12,321315,FALSE,63,51,0.22,0,0
2018/05/13,281218,FALSE,54,52,0.1,0,0
2018/05/14,294066,FALSE,71,52,0.03,0,0
2018/05/15,309046,FALSE,88,61,0.58,0,0
2018/05/16,320034,FALSE,64,56,0.34,0,0
2018/05/17,327532,FALSE,71,56,0.22,0,0
2018/05/18,331961,FALSE,67,56,0,0,0
2018/05/19,317812,FALSE,56,49,0.65,0,0
2018/05/20,267289,FALSE,81,56,0.001,0,0
2018/05/21,278744,FALSE,79,58,0,0,0
2018/05/22,297556,FALSE,68,55,0.29,0,0
2018/05/23,300122,FALSE,81,59,0.29,0,0
2018/05/24,305107,FALSE,83,63,0,0,0
2018/05/25,279821,FALSE,86,65,0,0,0
2018/05/26,236372,FALSE,89,72,0,0,0
2018/05/27,203509,FALSE,80,56,0.44,0,0
2018/05/28,187579,TRUE,69,56,0,0,0
2018/05/29,275476,FALSE,89,63,0,0,0
2018/05/30,301181,FALSE,78,61,0,0,0
2018/05/31,315516,FALSE,68,63,0.1,0,0
2017/06/01,344507,FALSE,79,59,0.001,0,0
2017/06/02,347404,FALSE,76,57,0.01,0,0
2017/06/03,341807,FALSE,73,55,0.01,0,0
2017/06/04,294236,FALSE,70,56,0.09,0,0
2017/06/05,304042,FALSE,67,58,0.02,0,0
2017/06/06,341499,FALSE,58,52,0.06,0,0
2017/06/07,339808,FALSE,67,51,0,0,0
2017/06/08,353452,FALSE,69,55,0,0,0
2017/06/09,342240,FALSE,80,53,0,0,0
2017/06/10,337959,FALSE,85,66,0,0,0
2017/06/11,283088,FALSE,90,72,0,0,0
2017/06/12,311495,FALSE,93,76,0,0,0
2017/06/13,333931,FALSE,94,77,0.001,0,0
2017/06/14,349305,FALSE,84,69,0.29,0,0
2017/06/15,347838,FALSE,76,64,0,0,0
2017/06/16,341823,FALSE,68,63,0,0,0
2017/06/17,318478,FALSE,74,66,1.39,0,0
2017/06/18,277743,FALSE,85,70,0.001,0,0
2017/06/19,306068,FALSE,88,70,1.35,0,0
2017/06/20,318727,FALSE,83,71,0.03,0,0
2017/06/21,331000,FALSE,83,71,0,0,0
2017/06/22,338890,FALSE,83,68,0,0,0
2017/06/23,341160,FALSE,83,76,0.04,0,0
2017/06/24,317617,FALSE,84,71,1.29,0,0
2017/06/25,248929,FALSE,83,68,0,0,0
2017/06/26,290740,FALSE,79,64,0,0,0
2017/06/27,321083,FALSE,77,60,0.18,0,0
2017/06/28,316000,FALSE,78,61,0,0,0
2017/06/29,313277,FALSE,82,68,0,0,0
2017/06/30,302847,FALSE,88,73,0.001,0,0
2019/03/01,282409,FALSE,35,26,0.11,1.4,1.2
2019/03/02,252181,FALSE,41,31,0.53,4,3.9
2019/03/03,222455,FALSE,42,33,0.52,3,1.2
2019/03/04,208760,FALSE,38,28,0.29,2,3.9
2019/03/05,269066,FALSE,32,20,0,0,2
2019/03/06,286294,FALSE,26,19,0.001,0.001,1.2
2019/03/07,292402,FALSE,32,18,0,0,1.2
2019/03/08,285949,FALSE,39,24,0,0,0
2019/03/09,271784,FALSE,49,34,0,0,0
2019/03/10,229004,FALSE,43,35,0.54,0,0
2019/03/11,236522,FALSE,53,39,0,0,0
2019/03/12,268108,FALSE,44,34,0,0,0
2019/03/13,271747,FALSE,49,32,0,0,0
2019/03/14,280567,FALSE,57,42,0,0,0
2019/03/15,285663,FALSE,75,49,0.39,0,0
2019/03/16,270547,FALSE,58,37,0,0,0
2019/03/17,225801,FALSE,45,34,0,0,0
2019/03/18,223149,FALSE,46,32,0,0,0
2019/03/19,239390,FALSE,51,35,0,0,0
2019/03/20,251355,FALSE,53,37,0,0,0
2019/03/21,275227,FALSE,46,41,0.75,0,0
2019/03/22,272647,FALSE,49,38,0.68,0,0
2019/03/23,255369,FALSE,48,35,0,0,0
2019/03/24,209991,FALSE,60,38,0,0,0
2019/03/25,213061,FALSE,56,42,0.001,0,0
2019/03/26,241293,FALSE,49,33,0,0,0
2019/03/27,252027,FALSE,47,34,0,0,0
2019/03/28,261555,FALSE,53,37,0.001,0,0
2019/03/29,257890,FALSE,59,49,0.001,0,0
2019/03/30,250539,FALSE,70,52,0,0,0
2019/03/31,223358,FALSE,65,39,0.06,0,0